Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Date	Party	Year	URL	Matchbegin corpus position	Matchend corpus position
190	c_1057500	to reverberate , and I sincerely trust that the new Prime Minister , when he takes over , will give	water and sanitation	the sort of priority that he has given to education in Africa . I turn to the Government record on	to_TO reverberate_VB ,_, and_CC I_PRP sincerely_RB trust_VBP that_IN the_DT new_JJ Prime_NNP Minister_NNP ,_, when_WRB he_PRP takes_VBZ over_RP ,_, will_MD give_VB	water_NN and_CC sanitation_VB	the_DT sort_NN of_IN priority_NN that_WDT he_PRP has_VBZ given_VBN to_IN education_NN in_IN Africa_NNP ._. I_PRP turn_VBP to_IN the_DT Government_NNP record_NN on_IN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=189	231693960	231693962
191	c_1057500	to education in Africa . I turn to the Government record on the issue . United Kingdom aid to the	water and sanitation	sector fell steadily between 2000 and 2004 , but the Secretary of State has made a number of positive recent	to_IN education_NN in_IN Africa_NNP ._. I_PRP turn_VBP to_IN the_DT Government_NNP record_NN on_IN the_DT issue_NN ._. United_NNP Kingdom_NNP aid_NN to_IN the_DT	water_NN and_CC sanitation_NN	sector_NN fell_VBD steadily_RB between_IN 2000_CD and_CC 2004_CD ,_, but_CC the_DT Secretary_NNP of_IN State_NNP has_VBZ made_VBN a_DT number_NN of_IN positive_JJ recent_JJ	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=190	231693991	231693993
192	c_1057500	International Development produced a water action plan and in 2005 the Secretary of State announced a doubling of aid for	water and sanitation	for Africa by 2007 - 08 from Â £ 47.5 million to Â £95 million . In the context of	International_NNP Development_NNP produced_VBD a_DT water_NN action_NN plan_NN and_CC in_IN 2005_CD the_DT Secretary_NNP of_IN State_NNP announced_VBD a_DT doubling_NN of_IN aid_NN for_IN	water_NN and_CC sanitation_NN	for_IN Africa_NNP by_IN 2007_CD -_SYM 08_CD from_IN Â_$ £_$ 47.5_CD million_CD to_IN Â_$ £95_CD million_CD ._. In_IN the_DT context_NN of_IN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=191	231694043	231694045
193	c_1057500	am bound to ask whether that is enough - even though it is considerable . DFID 2006 White Paper included	water and sanitation	as one of the four key basic services - the others are health , education and social protection - on	am_VBP bound_JJ to_TO ask_VB whether_IN that_DT is_VBZ enough_JJ -_, even_RB though_IN it_PRP is_VBZ considerable_JJ ._. DFID_NNP 2006_CD White_NNP Paper_NNP included_VBD	water_NN and_CC sanitation_NN	as_IN one_CD of_IN the_DT four_CD key_JJ basic_JJ services_NNS -_, the_DT others_NNS are_VBP health_NN ,_, education_NN and_CC social_JJ protection_NN -_, on_IN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=192	231694092	231694094
194	c_1057500	in reply to my question in the House the other day . DFID is drafting a new policy paper on	water and sanitation	, and it published a document earlier this year called , â€ œWhy we need a global action plan on	in_IN reply_NN to_IN my_PRP$ question_NN in_IN the_DT House_NNP the_DT other_JJ day_NN ._. DFID_NNP is_VBZ drafting_VBG a_DT new_JJ policy_NN paper_NN on_IN	water_NN and_CC sanitation_NN	,_, and_CC it_PRP published_VBD a_DT document_NN earlier_RBR this_DT year_NN called_VBN ,_, â€_NFP œWhy_UH we_PRP need_VBP a_DT global_JJ action_NN plan_NN on_IN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=193	231694179	231694181
195	c_1057500	championing education and the Prime Minister closely linked to commitments on HIV / AIDS , it could be argued that	water and sanitation	have not received the same high - level political commitment from the UK at international summits . The Committee report	championing_VBG education_NN and_CC the_DT Prime_NNP Minister_NNP closely_RB linked_VBN to_IN commitments_NNS on_IN HIV_NNP /_, AIDS_NNP ,_, it_PRP could_MD be_VB argued_VBN that_IN	water_NN and_CC sanitation_NN	have_VBP not_RB received_VBN the_DT same_JJ high_JJ -_HYPH level_NN political_JJ commitment_NN from_IN the_DT UK_NNP at_IN international_JJ summits_NNS ._. The_DT Committee_NNP report_NN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=194	231694267	231694269
196	c_1057500	sector include the United States and the World Bank . The amount of money that the World Bank provides for	water and sanitation	is great , but it , too , must do better . Major donors have tended not to focus on	sector_NN include_VBP the_DT United_NNP States_NNPS and_CC the_DT World_NNP Bank_NNP ._. The_DT amount_NN of_IN money_NN that_WDT the_DT World_NNP Bank_NNP provides_VBZ for_IN	water_NN and_CC sanitation_NN	is_VBZ great_JJ ,_, but_CC it_PRP ,_, too_RB ,_, must_MD do_VB better_JJR ._. Major_JJ donors_NNS have_VBP tended_VBN not_RB to_TO focus_VB on_IN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=195	231694420	231694422
197	c_1057500	wonder , one child dies every 15 seconds . The G8 , which is about to reconvene , last discussed	water and sanitation	in 2003 , when it signed up to the Evian action plan on water and sanitation . The plan ,	wonder_NN ,_, one_CD child_NN dies_VBZ every_DT 15_CD seconds_NNS ._. The_DT G8_NNP ,_, which_WDT is_VBZ about_JJ to_TO reconvene_VB ,_, last_RB discussed_VBD	water_NN and_CC sanitation_NN	in_IN 2003_CD ,_, when_WRB it_PRP signed_VBD up_RP to_IN the_DT Evian_NNP action_NN plan_NN on_IN water_NN and_CC sanitation_NN ._. The_DT plan_NN ,_,	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=196	231694593	231694595
198	c_1057500	reconvene , last discussed water and sanitation in 2003 , when it signed up to the Evian action plan on	water and sanitation	. The plan , however , was more a broad statement of intent than a concerted strategy for meeting the	reconvene_VB ,_, last_RB discussed_VBD water_NN and_CC sanitation_NN in_IN 2003_CD ,_, when_WRB it_PRP signed_VBD up_RP to_IN the_DT Evian_NNP action_NN plan_NN on_IN	water_NN and_CC sanitation_NN	._. The_DT plan_NN ,_, however_RB ,_, was_VBD more_RBR a_DT broad_JJ statement_NN of_IN intent_NN than_IN a_DT concerted_JJ strategy_NN for_IN meeting_VBG the_DT	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=197	231694609	231694611
199	c_1057500	with one child dying every 15 seconds , I believe that now is the time to revisit the issue of	water and sanitation	and for the G8 to commit itself to a comprehensive plan of action . Will the Secretary of State speak	with_IN one_CD child_NN dying_VBG every_DT 15_CD seconds_NNS ,_, I_PRP believe_VBP that_IN now_RB is_VBZ the_DT time_NN to_TO revisit_VB the_DT issue_NN of_IN	water_NN and_CC sanitation_NN	and_CC for_IN the_DT G8_NNP to_TO commit_VB itself_PRP to_IN a_DT comprehensive_JJ plan_NN of_IN action_NN ._. Will_MD the_DT Secretary_NNP of_IN State_NNP speak_VB	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=198	231694665	231694667
200	c_1057500	Will the Secretary of State speak to the Prime Minister ? Will he push for a global action plan on	water and sanitation	at the G8 summit , the day after tomorrow ? That is a specific request - in fact , I	Will_MD the_DT Secretary_NNP of_IN State_NNP speak_VB to_IN the_DT Prime_NNP Minister_NNP ?_. Will_MD he_PRP push_VB for_IN a_DT global_JJ action_NN plan_NN on_IN	water_NN and_CC sanitation_NN	at_IN the_DT G8_NNP summit_NN ,_, the_DT day_NN after_IN tomorrow_NN ?_. That_DT is_VBZ a_DT specific_JJ request_NN -_, in_IN fact_NN ,_, I_PRP	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=199	231694702	231694704
201	c_1057500	an opportunity to raise the issue in the context of a child dying every 15 seconds as a result of	water and sanitation	problems . Certainly DFID has acknowledged the need for a plan at that level , but we need more commitment	an_DT opportunity_NN to_TO raise_VB the_DT issue_NN in_IN the_DT context_NN of_IN a_DT child_NN dying_VBG every_DT 15_CD seconds_NNS as_IN a_DT result_NN of_IN	water_NN and_CC sanitation_NN	problems_NNS ._. Certainly_RB DFID_NNP has_VBZ acknowledged_VBN the_DT need_NN for_IN a_DT plan_NN at_IN that_DT level_NN ,_, but_CC we_PRP need_VBP more_JJR commitment_NN	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=200	231694834	231694836
202	c_1057500	Prime Minister acknowledging that - and the fact that we are setting up a new all - party committee on	water and sanitation	to look more deeply into these questions , I again urge the Secretary of State and the Prime Minister to	Prime_NNP Minister_NNP acknowledging_VBG that_IN -_, and_CC the_DT fact_NN that_IN we_PRP are_VBP setting_VBG up_RP a_DT new_JJ all_DT -_HYPH party_NN committee_NN on_IN	water_NN and_CC sanitation_NN	to_TO look_VB more_RBR deeply_RB into_IN these_DT questions_NNS ,_, I_PRP again_RB urge_VBP the_DT Secretary_NNP of_IN State_NNP and_CC the_DT Prime_NNP Minister_NNP to_TO	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=201	231694939	231694941
203	c_1057500	. We can no longer allow a child to die every 15 seconds as a result of a failure on	water and sanitation	. It is an enormous pleasure to follow the hon . Member for Stone ( Mr. Cash ) . I	._. We_PRP can_MD no_RB longer_RBR allow_VB a_DT child_NN to_TO die_VB every_DT 15_CD seconds_NNS as_IN a_DT result_NN of_IN a_DT failure_NN on_IN	water_NN and_CC sanitation_NN	._. It_PRP is_VBZ an_DT enormous_JJ pleasure_NN to_TO follow_VB the_DT hon_NN ._. Member_NNP for_IN Stone_NNP (_-LRB- Mr._NNP Cash_NNP )_-RRB- ._. I_PRP	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=202	231695271	231695273
204	c_1057501	the millennium development goals . At least one of those goals - perhaps more - impacts on the issue of	water and sanitation	, and of course we all want that pursued . The intention in millennium development goal 7 is to halve	the_DT millennium_NN development_NN goals_NNS ._. At_IN least_JJS one_CD of_IN those_DT goals_NNS -_, perhaps_RB more_JJR -_HYPH impacts_NNS on_IN the_DT issue_NN of_IN	water_NN and_CC sanitation_NN	,_, and_CC of_IN course_NN we_PRP all_DT want_VBP that_DT pursued_VBN ._. The_DT intention_NN in_IN millennium_NN development_NN goal_NN 7_CD is_VBZ to_TO halve_VB	2007-06-05	lab	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=203	231695524	231695526
205	c_1057501	school do so because of a lack of access to latrines . That underlines the point that the problem of	water and sanitation	links in to the other problems that we want to deal with , such as health care , infant mortality	school_NN do_VBP so_RB because_IN of_IN a_DT lack_NN of_IN access_NN to_IN latrines_NNS ._. That_DT underlines_VBZ the_DT point_NN that_IN the_DT problem_NN of_IN	water_NN and_CC sanitation_NN	links_VBZ in_IN to_IN the_DT other_JJ problems_NNS that_WDT we_PRP want_VBP to_TO deal_VB with_IN ,_, such_JJ as_IN health_NN care_NN ,_, infant_NN mortality_NN	2007-06-05	lab	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=204	231696110	231696112
206	c_1057501	on tuberculosis , it was obvious to us that the issue raised by the hon . Member for Stone -	water and sanitation	- was pivotal in trying to find a solution to that problem and to many others . The fact is	on_IN tuberculosis_NN ,_, it_PRP was_VBD obvious_JJ to_IN us_PRP that_IN the_DT issue_NN raised_VBD by_IN the_DT hon_NN ._. Member_NN for_IN Stone_NNP -_HYPH	water_NN and_CC sanitation_NN	-_, was_VBD pivotal_JJ in_IN trying_VBG to_TO find_VB a_DT solution_NN to_IN that_DT problem_NN and_CC to_IN many_JJ others_NNS ._. The_DT fact_NN is_VBZ	2007-06-05	lab	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=205	231696254	231696256
207	c_1057501	others . The fact is that 1,000 people die of tuberculosis in India every day . Even if we improve	water and sanitation	as we want to , we will not solve the problem exclusively through that . Nevertheless , that contribution is	others_NNS ._. The_DT fact_NN is_VBZ that_IN 1,000_CD people_NNS die_VBP of_IN tuberculosis_NN in_IN India_NNP every_DT day_NN ._. Even_RB if_IN we_PRP improve_VBP	water_NN and_CC sanitation_NN	as_IN we_PRP want_VBP to_TO ,_, we_PRP will_MD not_RB solve_VB the_DT problem_NN exclusively_RB through_IN that_DT ._. Nevertheless_RB ,_, that_DT contribution_NN is_VBZ	2007-06-05	lab	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=206	231696292	231696294
208	c_1057506	. He is extremely knowledgeable and he articulated that knowledge in an informed way , as he described the serious	water and sanitation	problems in Africa and elsewhere in the developing world . My hon . Friend rightly put the issue in the	._. He_PRP is_VBZ extremely_RB knowledgeable_JJ and_CC he_PRP articulated_VBD that_DT knowledge_NN in_IN an_DT informed_VBN way_NN ,_, as_IN he_PRP described_VBD the_DT serious_JJ	water_NN and_CC sanitation_NN	problems_NNS in_IN Africa_NNP and_CC elsewhere_RB in_IN the_DT developing_VBG world_NN ._. My_PRP$ hon_NN ._. Friend_NN rightly_RB put_VBD the_DT issue_NN in_IN the_DT	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=207	231700836	231700838
209	c_1057506	was also correct to say that the Conservative party is seriously considering in detail how to improve the delivery of	water and sanitation	, how the issue interacts with climate change and aid effectiveness monitoring and how we can achieve a faster more	was_VBD also_RB correct_JJ to_TO say_VB that_IN the_DT Conservative_NNP party_NNP is_VBZ seriously_RB considering_VBG in_IN detail_NN how_WRB to_TO improve_VB the_DT delivery_NN of_IN	water_NN and_CC sanitation_NN	,_, how_WRB the_DT issue_NN interacts_VBZ with_IN climate_NN change_NN and_CC aid_NN effectiveness_NN monitoring_NN and_CC how_WRB we_PRP can_MD achieve_VB a_DT faster_JJR more_RBR	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=208	231701020	231701022
210	c_1057506	issue interacts with climate change and aid effectiveness monitoring and how we can achieve a faster more effective delivery of	water and sanitation	to help those who really need it . The right hon . Member for Coatbridge , Chryston and Bellshill (	issue_NN interacts_VBZ with_IN climate_NN change_NN and_CC aid_NN effectiveness_NN monitoring_NN and_CC how_WRB we_PRP can_MD achieve_VB a_DT faster_JJR more_RBR effective_JJ delivery_NN of_IN	water_NN and_CC sanitation_NN	to_TO help_VB those_DT who_WP really_RB need_VBP it_PRP ._. The_DT right_JJ hon_NN ._. Member_NNP for_IN Coatbridge_NNP ,_, Chryston_NNP and_CC Bellshill_NNP (_-LRB-	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=209	231701046	231701048
211	c_1057506	been subsumed . The right hon . Gentleman was correct not to focus only on Africa , but to highlight	water and sanitation	issues in other parts of the world . DFID also needs to focus its attention in that respect . However	been_VBN subsumed_VBN ._. The_DT right_JJ hon_NN ._. Gentleman_NNP was_VBD correct_JJ not_RB to_TO focus_VB only_RB on_IN Africa_NNP ,_, but_CC to_TO highlight_VB	water_NN and_CC sanitation_NN	issues_NNS in_IN other_JJ parts_NNS of_IN the_DT world_NN ._. DFID_NNP also_RB needs_VBZ to_TO focus_VB its_PRP$ attention_NN in_IN that_DT respect_NN ._. However_RB	2007-06-05	con	2007	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=210	231701176	231701178
